Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
9,10.3390/su15097273,56,85159354780,,Shifting from Demolition to Disassembly: A Hybrid Timber-Steel Multistory Residential Building for Circular Design,"Morales-Beltran, M.; Şişman, Ö.A.; Engür, P.; Şeker, O.; Aykar, G.N.",,,Proceedings of the 7th WMCAUS 2022,,,,,,,,,"Prague, Czech Republic, 5 September 2022","Morales-Beltran M. Şişman Ö.A. Engür P. Şeker O. Aykar G.N. Shifting from Demolition to Disassembly: A Hybrid Timber-Steel Multistory Residential Building for Circular Design Proceedings of the 7th WMCAUS 2022 Prague, Czech Republic 5 September 2022 10"
9,10.3390/su15097273,57,33748703206,,,,,,Eurocode 5: Design of Timber Structures—Part 1-1: General—Common Rules and Rules for Buildings,2004,,,,,,,,"CEN, Bruxelles, Belgium","EN 1995-1-1 Eurocode 5: Design of Timber Structures—Part 1-1: General—Common Rules and Rules for Buildings CEN Bruxelles, Belgium 2004"
9,10.3390/su15097273,58,84860220057,,,,,,Seismic Provisions for Structural Steel Buildings,2016,,,,,,,,"AISC 341-16, American Institute of Steel Construction, Chicago, IL, USA","AISC Seismic Provisions for Structural Steel Buildings AISC 341-16 American Institute of Steel Construction Chicago, IL, USA 2016"
9,10.3390/su15097273,59,85159376048,,,,,,Turkish Seismic Hazard Map 2020,2020,,,,,,,,"Disaster and Emergency Management Presidency, Ministry of Public Works and Settlement Ankara, Ankara, Turkey","Turkish Seismic Hazard Map 2020 Disaster and Emergency Management Presidency, Ministry of Public Works and Settlement Ankara Ankara, Turkey 2020"
9,10.3390/su15097273,60,85159307738,,,,,,Regulation for Buildings’ Fire Safety 2021,2021,,,,,,,,"Disaster and Emergency Management Presidency, Ministry of Public Works and Settlement Ankara, Ankara, Turkey","Regulation for Buildings’ Fire Safety 2021 Disaster and Emergency Management Presidency, Ministry of Public Works and Settlement Ankara Ankara, Turkey 2021"
9,10.3390/su15097273,61,33748567336,,,,,,Eurocode 5: Design of Timber Structures—Part 1-2: General—Structural Fire Design,2004,,,,,,,,"CEN, Bruxelles, Belgium","EN 1995-1-2 Eurocode 5: Design of Timber Structures—Part 1-2: General—Structural Fire Design CEN Bruxelles, Belgium 2004"
9,10.3390/su15097273,62,85159360912,,,"Çalışkan, H.",,,Industrial Wooden Window Production and Features 2022,,,,,,,,,Available online,Çalışkan H. Industrial Wooden Window Production and Features 2022 Available online: https://www.youtube.com/watch?v=gQri2EbCczk. (accessed on 2 June 2022)
9,10.3390/su15097273,63,85159258023,,,,,,,,,,,,,,,Available online,Circular Ecology Embodied Carbon—The ICE Database Available online: https://circularecology.com/embodied-carbon-footprint-database.html (accessed on 2 January 2022)
9,10.3390/su15097273,64,85084130741,,,,,,100 Projects UK CLT,2018,,,,,,,,"Waugh Thistleton Architects, London, UK","Waugh Thistleton Architects 100 Projects UK CLT Waugh Thistleton Architects London, UK 2018"
9,10.3390/su15097273,65,85128710256,,Evaluation of State-of-the-Art Capacity Design Approach to Seismic Design of Steel Concentrically Braced Frames,"Şeker, O.; Şişman, Ö.A.; Akbaş, B.",,,J. Fac. Eng. Archit. Gazi Univ,2022,,,,,,,,,Şeker O. Şişman Ö.A. Akbaş B. Evaluation of State-of-the-Art Capacity Design Approach to Seismic Design of Steel Concentrically Braced Frames J. Fac. Eng. Archit. Gazi Univ. 2022 37 739 756
9,10.3390/su15097273,66,85119588928,,,,,,PERFORM-3D,2013,,,,,,,,"Computers and Structures, Inc., Berkeley, CA, USA","CSI PERFORM-3D Computers and Structures, Inc. Berkeley, CA, USA 2013"
9,10.3390/su15097273,67,85115162360,10.1080/17480272.2021.1974937,Exploring the Synergy between Structural Engineering Design Solutions and Life Cycle Carbon Footprint of Cross-Laminated Timber in Multi-Storey Buildings,"Dodoo, A.; Nguyen, T.; Dorn, M.; Olsson, A.; Bader, T.K.",,,Wood Mater. Sci. Eng,2022,,,,,,,,,Dodoo A. Nguyen T. Dorn M. Olsson A. Bader T.K. Exploring the Synergy between Structural Engineering Design Solutions and Life Cycle Carbon Footprint of Cross-Laminated Timber in Multi-Storey Buildings Wood Mater. Sci. Eng. 2022 17 30 42 10.1080/17480272.2021.1974937
10,10.1016/j.eiar.2023.107085,1,85020524655,,Energy Efficiency in Buildings,AMEE,,,,2015,,,,,,,,(accessed 3 Feb 2023),"AMEE, Energy Efficiency in Buildings. https://www.amee.ma/en/node/118, 2015 (accessed 3 Feb 2023)."
10,10.1016/j.eiar.2023.107085,2,85152048407,,Guide Bio-tech : L’énergie grise des matériaux et des ouvrages,"ARENE Île-de-France, ICEB",,,,2012,,,,,,,,(Accessed 28 Nov 2022),"ARENE Île-de-France, ICEB, Guide Bio-tech : L’énergie grise des matériaux et des ouvrages. 2012 (Accessed 28 Nov 2022) https://www.arec-idf.fr/nos-travaux/publications/guide-bio-tech-lenergie-grise-des-materiaux-et-des-ouvrages/."
10,10.1016/j.eiar.2023.107085,3,84959567710,10.1371/journal.pone.0125520,The influence of the type of lime on the Hygric behaviour and bio-receptivity of hemp lime composites used for rendering applications in sustainable new construction and repair works,"Arizzi, A.; Brümmer, M.; Martín-Sanchez, I.; Cultrone, G.; Viles, H.",,,PLoS One,2015,,,,,,,,,"Arizzi, A., Brümmer, M., Martín-Sanchez, I., Cultrone, G., Viles, H., The influence of the type of lime on the Hygric behaviour and bio-receptivity of hemp lime composites used for rendering applications in sustainable new construction and repair works. PLoS One, 10, 2015, e0125520, 10.1371/journal.pone.0125520."
10,10.1016/j.eiar.2023.107085,4,44449148263,,Mechanical and thermal properties of hemp mortars and wools: experimental and theoretical approaches,"Arnaud, L.",,,Proceedings of the third international symposium bioresource hemp and other fibre crops. Germany: Wolfsburg,2000,,,,,,,,(accessed 23 Apr 2022),"Arnaud, L., Mechanical and thermal properties of hemp mortars and wools: experimental and theoretical approaches. Proceedings of the third international symposium bioresource hemp and other fibre crops. Germany: Wolfsburg, 2000 http://www.nova-institut.de/secure/arnaud-e.pdf (accessed 23 Apr 2022)."
10,10.1016/j.eiar.2023.107085,5,80053377430,10.1016/j.conbuildmat.2011.07.052,Experimental study of parameters influencing mechanical properties of hemp concretes,"Arnaud, L.; Gourlay, E.",,,Constr. Build. Mater.,2012,,,,,,,,,"Arnaud, L., Gourlay, E., Experimental study of parameters influencing mechanical properties of hemp concretes. Constr. Build. Mater. 28 (2012), 50–56, 10.1016/j.conbuildmat.2011.07.052."
10,10.1016/j.eiar.2023.107085,6,85015725722,10.1016/j.jclepro.2017.02.161,"Life cycle assessment of natural building materials: the role of carbonation, mixture components and transport in the environmental impacts of hempcrete blocks","Arrigoni, A.; Pelosato, R.; Melià, P.; Ruggieri, G.; Sabbadini, S.; Dotelli, G.",,,J. Clean. Prod.,2017,,,,,,,,,"Arrigoni, A., Pelosato, R., Melià, P., Ruggieri, G., Sabbadini, S., Dotelli, G., Life cycle assessment of natural building materials: the role of carbonation, mixture components and transport in the environmental impacts of hempcrete blocks. J. Clean. Prod. 149 (2017), 1051–1061, 10.1016/j.jclepro.2017.02.161."
10,10.1016/j.eiar.2023.107085,7,79960740673,,"Hemp lime construction, A guide to building with hemp lime composites","Bevan, R.; Woolley, T.",,,,2008,,,,,,,,Bracknell,"Bevan, R., Woolley, T., Hemp lime construction, A guide to building with hemp lime composites. 2008, Bracknell."
10,10.1016/j.eiar.2023.107085,8,77954448221,,Etude des Caracteristiques Environmentales du Chanvre par l'Analyse de son Cycle de Vie,Boutin,,,,2005,,,,,,,,National Institute of Agricultural Research Lille,"Boutin, et al. Etude des Caracteristiques Environmentales du Chanvre par l'Analyse de son Cycle de Vie. 2005, National Institute of Agricultural Research, Lille."
10,10.1016/j.eiar.2023.107085,9,85064462834,10.1007/978-3-319-64641-1_21,"Hemp-clay concretes for environmental building—Features that attribute to drying, stabilization with lime, water uptake and mechanical strength","Brümmer, M.; Sáez-Pérez, M.P.; Suárez, J.D.",,,Advances in Natural Fibre Composites,2018,,,,,,,,Springer International Publishing Cham,"Brümmer, M., Sáez-Pérez, M.P., Suárez, J.D., Hemp-clay concretes for environmental building—Features that attribute to drying, stabilization with lime, water uptake and mechanical strength. Advances in Natural Fibre Composites, 2018, Springer International Publishing, Cham, 249–265, 10.1007/978-3-319-64641-1_21."
10,10.1016/j.eiar.2023.107085,10,85100399288,10.1016/j.jclepro.2021.126064,Thermal insulation potential of non-industrial hemp (Moroccan cannabis sativa L.) fibers for green plaster-based building materials,"Charai, M.; Sghiouri, H.; Mezrhab, A.; Karkri, M.",,,J. Clean. Prod.,2021,,,,,,,,,"Charai, M., Sghiouri, H., Mezrhab, A., Karkri, M., Thermal insulation potential of non-industrial hemp (Moroccan cannabis sativa L.) fibers for green plaster-based building materials. J. Clean. Prod., 292, 2021, 126064, 10.1016/j.jclepro.2021.126064."
10,10.1016/j.eiar.2023.107085,11,84971372844,10.1016/j.rser.2016.05.061,Evaluating the life cycle energy benefits of energy efficiency regulations for buildings,"Crawford, R.H.; Bartak, E.L.; Stephan, A.; Jensen, C.A.",,,Renew. Sust. Energ. Rev.,2016,,,,,,,,,"Crawford, R.H., Bartak, E.L., Stephan, A., Jensen, C.A., Evaluating the life cycle energy benefits of energy efficiency regulations for buildings. Renew. Sust. Energ. Rev. 63 (2016), 435–451, 10.1016/j.rser.2016.05.061."
10,10.1016/j.eiar.2023.107085,12,67650744200,10.1016/J.BIOSYSTEMSENG.2009.02.005,Mechanical properties of lime–hemp concrete containing shives and fibres,"de Bruijn, P.B.; Jeppsson, K.H.; Sandin, K.; Nilsson, C.",,,Biosyst. Eng.,2009,,,,,,,,,"de Bruijn, P.B., Jeppsson, K.H., Sandin, K., Nilsson, C., Mechanical properties of lime–hemp concrete containing shives and fibres. Biosyst. Eng. 103 (2009), 474–479, 10.1016/J.BIOSYSTEMSENG.2009.02.005."
10,10.1016/j.eiar.2023.107085,13,85027951878,10.1016/j.jclepro.2016.10.102,Hygrothermal performance of hempcrete for Ontario (Canada) buildings,"Dhakal, U.; Berardi, U.; Gorgolewski, M.; Richman, R.",,,J. Clean. Prod.,2017,,,,,,,,,"Dhakal, U., Berardi, U., Gorgolewski, M., Richman, R., Hygrothermal performance of hempcrete for Ontario (Canada) buildings. J. Clean. Prod. 142 (2017), 3655–3664, 10.1016/j.jclepro.2016.10.102."
10,10.1016/j.eiar.2023.107085,14,85122799375,10.2478/rtuect-2021-0092,"Evaluation of the environmental sustainability of hemp as a building material, through life cycle assessment","di Capua, S.E.; Paolotti, L.; Moretti, E.; Rocchi, L.; Boggia, A.",,,Environ. Clim. Technol.,2021,,,,,,,,,"di Capua, S.E., Paolotti, L., Moretti, E., Rocchi, L., Boggia, A., Evaluation of the environmental sustainability of hemp as a building material, through life cycle assessment. Environ. Clim. Technol. 25 (2021), 1215–1228, 10.2478/rtuect-2021-0092."
10,10.1016/j.eiar.2023.107085,15,84930030458,10.1080/07900627.2015.1036966,Energy cost of irrigation policy in Morocco: a social accounting matrix assessment,"Doukkali, M.R.; Lejars, C.",,,Int. J. Water Resour. Dev.,2015,,,,,,,,,"Doukkali, M.R., Lejars, C., Energy cost of irrigation policy in Morocco: a social accounting matrix assessment. Int. J. Water Resour. Dev. 31 (2015), 422–435, 10.1080/07900627.2015.1036966."
10,10.1016/j.eiar.2023.107085,16,85152092210,,The embodied energy of construction materials,Ecoconso,,,,2016,,,,,,,,(accessed 21 Apr 2022),"Ecoconso, The embodied energy of construction materials. https://www.ecoconso.be/fr/L-energie-grise-des-materiaux-de, 2016 (accessed 21 Apr 2022)."
10,10.1016/j.eiar.2023.107085,17,44449107555,10.1016/j.conbuildmat.2007.07.016,Mechanical and thermal properties of lime and hemp concrete (“hempcrete”) manufactured by a projection process,"Elfordy, S.; Lucas, F.; Tancret, F.; Scudeller, Y.; Goudet, L.",,,Constr. Build. Mater.,2008,,,,,,,,,"Elfordy, S., Lucas, F., Tancret, F., Scudeller, Y., Goudet, L., Mechanical and thermal properties of lime and hemp concrete (“hempcrete”) manufactured by a projection process. Constr. Build. Mater. 22 (2008), 2116–2123, 10.1016/j.conbuildmat.2007.07.016."
10,10.1016/j.eiar.2023.107085,18,85152065371,10.1201/9781003060826-13,Dynamical Interactions between Heat and Mass Flows in Lime-Hemp Concrete 69–76,"Fazio, P.; Ge, H.; Rao, J.; Desmarais, G.",,,,2020,,,,,,,,,"Fazio, P., Ge, H., Rao, J., Desmarais, G., Dynamical Interactions between Heat and Mass Flows in Lime-Hemp Concrete 69–76. 2020, 10.1201/9781003060826-13."
10,10.1016/j.eiar.2023.107085,19,85020498368,10.1016/j.proeng.2017.02.500,Multicriterial analysis of several acoustic absorption building materials based on hemp,"Fernea, R.; Tǎmaş-Gavrea, D.R.; Manea, D.L.; Roşca, I.C.; Aciu, C.; Munteanu, C.",,,Procedia Engineering,2017,,,,,,,,Elsevier Ltd,"Fernea, R., Tǎmaş-Gavrea, D.R., Manea, D.L., Roşca, I.C., Aciu, C., Munteanu, C., Multicriterial analysis of several acoustic absorption building materials based on hemp. Procedia Engineering, 2017, Elsevier Ltd, 1005–1012, 10.1016/j.proeng.2017.02.500."
10,10.1016/j.eiar.2023.107085,20,85030782668,10.1016/j.enbuild.2017.09.097,A life-cycle energy and carbon analysis of hemp-lime bio-composite building materials,"Florentin, Y.; Pearlmutter, D.; Givoni, B.; Gal, E.",,,Energy Build,2017,,,,,,,,,"Florentin, Y., Pearlmutter, D., Givoni, B., Gal, E., A life-cycle energy and carbon analysis of hemp-lime bio-composite building materials. Energy Build 156 (2017), 293–305, 10.1016/j.enbuild.2017.09.097."
10,10.1016/j.eiar.2023.107085,21,84926500813,10.1016/j.buildenv.2015.03.022,Methodological challenges and developments in LCA of low energy buildings: application to biogenic carbon and global warming assessment,"Fouquet, M.; Levasseur, A.; Margni, M.; Lebert, A.; Lasvaux, S.; Souyri, B.; Buhé, C.; Woloszyn, M.",,,Build. Environ.,2015,,,,,,,,,"Fouquet, M., Levasseur, A., Margni, M., Lebert, A., Lasvaux, S., Souyri, B., Buhé, C., Woloszyn, M., Methodological challenges and developments in LCA of low energy buildings: application to biogenic carbon and global warming assessment. Build. Environ. 90 (2015), 51–59, 10.1016/j.buildenv.2015.03.022."
10,10.1016/j.eiar.2023.107085,22,85151957970,,"The Swiss Platform of Life Cycle Assessment Data in the Building Sector-Connecting Industry, Administration, Builders and Research, in: The 6th International Conference on Life Cycle Management in Gothenburg","Frischknecht, R.; Friedli, R.; Gugerli, H.",,,,2013,,,,,,,,,"Frischknecht, R., Friedli, R., Gugerli, H., The Swiss Platform of Life Cycle Assessment Data in the Building Sector-Connecting Industry, Administration, Builders and Research, in: The 6th International Conference on Life Cycle Management in Gothenburg. 2013."
10,10.1016/j.eiar.2023.107085,23,84939268883,10.1007/s11367-015-0856-0,"Life cycle assessment in the building sector: analytical tools, environmental information and labels","Frischknecht, R.; Wyss, F.; Knöpfel, S.B.; Stolz, P.",,,Int. J. Life Cycle Assess.,2015,,,,,,,,,"Frischknecht, R., Wyss, F., Knöpfel, S.B., Stolz, P., Life cycle assessment in the building sector: analytical tools, environmental information and labels. Int. J. Life Cycle Assess. 20 (2015), 421–425, 10.1007/s11367-015-0856-0."
10,10.1016/j.eiar.2023.107085,24,79551687264,10.1016/j.apacoust.2010.11.003,Acoustical properties of materials made of vegetable particles with several scales of porosity,"Glé, P.; Gourdon, E.; Arnaud, L.",,,Appl. Acoust.,2011,,,,,,,,,"Glé, P., Gourdon, E., Arnaud, L., Acoustical properties of materials made of vegetable particles with several scales of porosity. Appl. Acoust. 72 (2011), 249–259, 10.1016/j.apacoust.2010.11.003."
10,10.1016/j.eiar.2023.107085,25,85010908781,10.1016/j.jclepro.2016.12.068,Influence of construction material uncertainties on residential building LCA reliability,"Hoxha, E.; Habert, G.; Lasvaux, S.; Chevalier, J.; le Roy, R.",,,J. Clean. Prod.,2017,,,,,,,,,"Hoxha, E., Habert, G., Lasvaux, S., Chevalier, J., le Roy, R., Influence of construction material uncertainties on residential building LCA reliability. J. Clean. Prod. 144 (2017), 33–47, 10.1016/j.jclepro.2016.12.068."
10,10.1016/j.eiar.2023.107085,26,85139787888,10.5334/bc.46,Biogenic carbon in buildings: a critical overview of LCA methods,"Hoxha, E.; Passer, A.; Saade, M.R.M.; Trigaux, D.; Shuttleworth, A.; Pittau, F.; Allacker, K.; Habert, G.",,,,2020,,,,,,,,,"Hoxha, E., Passer, A., Saade, M.R.M., Trigaux, D., Shuttleworth, A., Pittau, F., Allacker, K., Habert, G., Biogenic carbon in buildings: a critical overview of LCA methods. 1, 2020, 504–524, 10.5334/bc.46."
10,10.1016/j.eiar.2023.107085,27,84882359533,10.1016/j.enbuild.2013.07.026,Operational vs. embodied emissions in buildings—a review of current trends,"Ibn-Mohammed, T.; Greenough, R.; Taylor, S.; Ozawa-Meida, L.; Acquaye, A.",,,Energy Build,2013,,,,,,,,,"Ibn-Mohammed, T., Greenough, R., Taylor, S., Ozawa-Meida, L., Acquaye, A., Operational vs. embodied emissions in buildings—a review of current trends. Energy Build 66 (2013), 232–245, 10.1016/j.enbuild.2013.07.026."
10,10.1016/j.eiar.2023.107085,28,84868570526,10.1016/j.resconrec.2012.09.001,Life cycle greenhouse gas emissions of hemp-lime wall constructions in the UK,"Ip, K.; Miller, A.",,,Resour. Conserv. Recycl.,2012,,,,,,,,,"Ip, K., Miller, A., Life cycle greenhouse gas emissions of hemp-lime wall constructions in the UK. Resour. Conserv. Recycl. 69 (2012), 1–9, 10.1016/j.resconrec.2012.09.001."
10,10.1016/j.eiar.2023.107085,29,85109805625,10.1016/j.cities.2021.103328,"Contesting “inclusive” development: reactions to slum resettlement as social inclusion in Tamesna, Morocco","Keep, M.; Montanari, B.; Greenlee, A.J.",,,Cities,2021,,,,,,,,,"Keep, M., Montanari, B., Greenlee, A.J., Contesting “inclusive” development: reactions to slum resettlement as social inclusion in Tamesna, Morocco. Cities, 118, 2021, 103328, 10.1016/j.cities.2021.103328."
